Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
R_elbow,0,5.2E-05,-0.075944,0,0,0,0.297153,0.075944,0,0,0.001534,-1E-06,0.000304,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/R_elbow.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/R_elbow.STL,,5. Lower Arm_224.1g-2,rep_o,rep_x,R_elbow_joint,revolute,0,0,-0.0545,0,0,0,R_shoulder_yaw,0,1,0,30,8.5,-1.9,1.05,,,,,,,,
R_EE,0,0,-0.003514,0,0,0,0.15,5.5E-05,0,0,5.5E-05,0,6.4E-05,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/R_EE.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/R_EE.STL,,EndEffector-2,ree_o,ree_x,R_EE_joint,fixed,0,0,-0.3,0,0,0,R_elbow,0,0,0,30,8.5,-1.57,1.57,,,,,,,,
L_hip,-0.061518,0.00077,-0.068558,0,0,0,1.526184,0.004624,-1.1E-05,-0.001652,0.005293,-6E-06,0.003353,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/L_hip.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/L_hip.STL,,L_hip_v2-1,lhy_o,lhy_x,L_hip_joint,revolute,-0.0027834,0.11747,0.0058,0,0,0,Pelvis,0,0,1,115,22,-0.79,0.61,,,,,,,,
L_hip2,0.07744,-0.057013,-0.015123,0,0,0,1.333254,0.002186,0.000631,0.00026,0.003313,-0.000174,0.002911,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/L_hip2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/L_hip2.STL,,L_hip2-1,lhr_o,lhr_x,L_hip2_joint,revolute,-0.0732999999999999,0,-0.0965000000000001,0,0,0,L_hip,-1,0,0,115,22,-0.7,0.52,,,,,,,,
L_thigh,0.014608,0.051057,-0.086535,0,0,0,4.91,0.078865,0,9E-06,0.079352,-0.00221,0.009803,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/L_thigh.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/L_thigh.STL,,L_thigh_v2-1,lhp_o,lhp_x,L_thigh_joint,revolute,0.075,-0.0443,-0.0185,0,0,0,L_hip2,0,1,0,115,22,-2.44,0.35,,,,,,,,
L_calf,-0.067056,0.001626,-0.133373,0,0,0,1.5,0.014686,0,-3E-06,0.014996,9E-06,0.001006,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/L_calf.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/L_calf.STL,,L_calf_v2-1,lkp_o,lkp_x,L_calf_joint,revolute,0.00278336726058792,0.0459990333361975,-0.35,0,0,0,L_thigh,0,-1,0,175,22,-2.09,2.09,,,,,,,,
L_toe,0.093971,0.000929,-0.077352,0,0,0,0.520141,0.000142,1E-06,2.6E-05,0.001621,0,0.001685,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/L_toe.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/L_toe.STL,,L_toe_v3-1,lap_o,lap_x,L_toe_joint,revolute,0,0,-0.35,0,0,0,L_calf,0,-1,0,20,15,-0.7854,0.7854,,,,,,,,
R_hip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/R_hip.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/R_hip.STL,,R_hip_v2-1,rhy_o,rhy_x,R_hip_joint,revolute,0.00278336726058946,-0.117467028849345,0.00580000000000047,0,0,0,Pelvis,0,0,1,115,22,-0.61,0.79,,,,,,,,
R_hip2,0.048184,0.057013,-0.015123,0,0,0,1.333254,0.002186,-0.000631,0.00026,0.003313,0.000174,0.002911,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/R_hip2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/R_hip2.STL,,R_hip2-1,rhr_o,rhr_x,R_hip2_joint,revolute,-0.0732999999999998,0,-0.0965000000000001,0,0,0,R_hip,-1,0,0,115,22,-0.52,0.7,,,,,,,,
R_thigh,-0.014608,-0.051057,-0.086535,0,0,0,4.91,0.078865,0,-9E-06,0.079352,0.00221,0.009803,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/R_thigh.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/R_thigh.STL,,R_thigh_v2-1,rhp_o,rhp_x,R_thigh_joint,revolute,0.075,0.0443,-0.0185000000000003,0,0,0,R_hip2,0,1,0,115,22,-2.44,0.35,,,,,,,,
R_calf,-0.014664,-0.001626,-0.123699,0,0,0,1.5,0.014686,0,3E-06,0.014996,-9E-06,0.001006,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/R_calf.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/R_calf.STL,,R_calf_v2-1,rkp_o,rkp_x,R_calf_joint,revolute,-0.00278336726058956,-0.0459990333361975,-0.35,0,0,0,R_thigh,0,-1,0,175,22,-2.09,2.09,,,,,,,,
R_toe,5.2E-05,-0.0009,-0.035597,0,0,0,0.520141,0.000142,1E-06,2.6E-05,0.001621,0,0.001685,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/R_toe.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://wholebody_4_dof_arm/meshes/R_toe.STL,,R_toe_v3-1,rap_o,rap_x,R_toe_joint,revolute,0,0,-0.35,0,0,0,R_calf,0,-1,0,20,15,-0.7854,0.7854,,,,,,,,
